117,1020905,Samraong,"E103° 01'' 46.431'"","N13° 32'' 40.128'"",Village,1,102,10209,1020905,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
118,1020906,Anlong Mean Trop,"E103° 03'' 38.074'"","N13° 32'' 30.948'"",Village,1,102,10209,1020906,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
119,1020907,Chamkar Ta Daok,"E103° 01'' 10.098'"","N13° 31'' 54.292'"",Village,1,102,10209,1020907,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
120,1020908,Pralay Luong Kraom,"E103° 02'' 28.363'"","N13° 32'' 20.058'"",Village,1,102,10209,1020908,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
121,1020909,Luong,"E103° 01'' 49.659'"","N13° 32'' 11.620'"",Village,1,102,10209,1020909,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
122,1020910,Ou Ta Kol,"E103° 03'' 14.514'"","N13° 32'' 32.879'"",Village,1,102,10209,1020910,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
123,1020911,Pralay Luong Leu,"E103° 02'' 02.943'"","N13° 32'' 13.644'"",Village,1,102,10209,1020911,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
124,1020912,Kouk Svay,"E103° 01'' 16.930'"","N13° 32'' 28.605'"",Village,1,102,10209,1020912,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
125,1020913,Ou Ta Ma,"E103° 03'' 02.488'"","N13° 32'' 23.253'"",Village,1,102,10209,1020913,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
126,1020914,Kaoh Kaev,"E103° 01'' 23.189'"","N13° 32'' 43.914'"",Village,1,102,10209,1020914,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
127,1020915,Phasi Sra,"E103° 02'' 07.923'"","N13° 32'' 26.828'"",Village,1,102,10209,1020915,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
128,1020916,Ruessei Kraok,"E103° 01'' 34.125'"","N13° 32'' 20.185'"",Village,1,102,10209,1020916,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
129,1020917,Chumteav,"E103° 01'' 19.733'"","N13° 31'' 35.140'"",Village,1,102,10209,1020917,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
130,10210,Sambuor,"E103° 13'' 31.584'"","N13° 27'' 02.943'"",Commune,1,102,10210,,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
131,1021001,Chhnaeum Meas,"E103° 10'' 39.113'"","N13° 28'' 39.714'"",Village,1,102,10210,1021001,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
132,1021002,Sranal,"E103° 10'' 37.502'"","N13° 28'' 24.117'"",Village,1,102,10210,1021002,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
133,1021003,La,"E103° 10'' 55.737'"","N13° 28'' 26.461'"",Village,1,102,10210,1021003,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
134,1021004,Ta Meaeng Pok,"E103° 11'' 14.071'"","N13° 28'' 24.446'"",Village,1,102,10210,1021004,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
135,1021005,Sambuor,"E103° 11'' 59.526'"","N13° 27'' 52.528'"",Village,1,102,10210,1021005,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
136,1021006,Doun Loek,"E103° 13'' 22.707'"","N13° 27'' 16.514'"",Village,1,102,10210,1021006,2025-07-30 09:48:26.543142,2025-07-30 09:48:26.543142
